Protein Group#,Protein Accession #,Protein Description,GN,PSM#,Total Peptide#,Unique Peptide#,% Coverage,Ctrl1,Ctrl2,Ctrl3,Ctrl4,Ctrl5,Ctrl6,Ctrl7,Ctrl8,Ctrl9,Ctrl10,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10
SJPG0108432.001,sp|Q56VL3|OCAD2_HUMAN,OCIA domain-containing protein 2 OS=Homo sapiens OX=9606 GN=OCIAD2 PE=1 SV=1,OCIAD2,2,1,1,8.44,72839.54,96158.84,81142.26,96586.49,73067.19,89624.39,73962.75,96748.66,92692.89,91729.83,66900.83,109166.18,92671.04,99561.24,87530.09,88193.25,71374.58,115510.84,86189.85,75928.95
SJPG0100340.001,sp|P40926|MDHM_HUMAN,"Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3",MDH2,176,23,0,68.05,2712728.61,5268830.34,4663632.28,5209466.11,2176760.44,3911058.8,2697718.12,3826129.5,3823598.66,3643796.16,2215101.72,3984703.94,4236572.84,4057453.45,3615335.99,3919454.96,2437386.95,6117432.13,3758909.56,5119391.67
SJPG0119518.001,sp|Q9Y644|RFNG_HUMAN,"Beta-1,3-N-acetylglucosaminyltransferase radical fringe OS=Homo sapiens OX=9606 GN=RFNG PE=2 SV=3",RFNG,1,1,0,2.11,68270.3,90333.14,111103.27,167349.83,43249.51,80430.75,95071.48,96293.36,94736.42,80031.99,86475.33,76875.25,174414.38,85555.85,86394.38,107007.04,79603.55,81356.02,77474.8,155858.21
SJPG0104764.001,sp|Q9BXM0|PRAX_HUMAN,Periaxin OS=Homo sapiens OX=9606 GN=PRX PE=1 SV=2,PRX,26,16,0,16.5,245249.86,301290.8,294215.89,188234.83,128555.24,406270.12,268439.8,273620.83,164111.79,182748.39,159238.68,170297.69,178325.06,185644.85,147654.37,307028.87,152472.75,231576.85,180886.34,177849.21
SJPG0104951.001,sp|Q9UQF2|JIP1_HUMAN,C-Jun-amino-terminal kinase-interacting protein 1 OS=Homo sapiens OX=9606 GN=MAPK8IP1 PE=1 SV=1,MAPK8IP1,35,18,5,30.8,337448.91,435111.64,422174.6,366737.77,393112.46,461315.28,379031.91,325596.09,466728.68,333574.45,389521.09,389424.08,451784.68,407043.31,355986.72,394252.62,368235.53,365802.31,387339.51,461084.05
SJPG0106305.001,sp|O15013|ARHGA_HUMAN,Rho guanine nucleotide exchange factor 10 OS=Homo sapiens OX=9606 GN=ARHGEF10 PE=1 SV=4,ARHGEF10,41,18,0,17.6,189490.27,236264.01,209212.53,188803.18,181519.22,338516.75,204096.36,213359.64,181066.56,170448.55,222009.15,192381.53,169711.37,171731.03,202111.27,208638.95,159282.03,172835.16,182816.2,178017.21
SJPG0101632.001,sp|Q16629|SRSF7_HUMAN,Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1,SRSF7,31,6,0,24.37,304476.22,487233.65,343969.57,402387.73,232637.77,499053.22,298838.84,391966.76,559525.85,363023.27,281652.56,353856.02,330511.03,530577.4,558980.16,461448.89,451536.45,490158.26,401418.99,603487.74
SJPG0103661.001,sp|Q9BQ16|TICN3_HUMAN,Testican-3 OS=Homo sapiens OX=9606 GN=SPOCK3 PE=1 SV=2,SPOCK3,19,11,0,25.92,566019.47,830915.24,672448.62,698103.37,459284.01,1154164.94,479018.83,426618.58,901746,555567.37,903830.08,978117.78,951632.95,607343.27,1086758.94,869711.22,755363.32,819508.2,682721.54,1666051.48
SJPG0100066.001,sp|O60831|PRAF2_HUMAN,PRA1 family protein 2 OS=Homo sapiens OX=9606 GN=PRAF2 PE=1 SV=1,PRAF2,7,4,0,20.79,110633.07,123418.59,125904.91,121461.22,90499.25,135896.63,104969.19,121979.83,110306.68,119072.12,126573.48,126548.07,124946.69,159806.64,124554.84,159013.48,87445.36,137076.88,116374.18,173567.68
SJPG0118726.001,sp|A6NGG8|PCARE_HUMAN,Photoreceptor cilium actin regulator OS=Homo sapiens OX=9606 GN=PCARE PE=1 SV=1,PCARE,1,1,0,0.62,758024.73,421270.88,235749.81,465782.49,191187.47,663076.45,270971.14,278525.04,613278.74,201761.43,301250.59,124050.91,182945.55,249032.94,192635.11,502458.21,75317.44,55951.88,97265.73,575313.08
SJPG0105209.001,sp|Q8N2G8|GHDC_HUMAN,GH3 domain-containing protein OS=Homo sapiens OX=9606 GN=GHDC PE=1 SV=2,GHDC,2,2,0,3.4,52947.35,63782.46,60625.11,49050.51,49037.04,71381.6,50570.24,60130.02,79342.74,60742.33,64985.29,65786.08,66524.52,69677.84,67467.85,72573.03,54137.27,66630.39,52330,95619.38
SJPG0103409.001,sp|Q15768|EFNB3_HUMAN,Ephrin-B3 OS=Homo sapiens OX=9606 GN=EFNB3 PE=1 SV=1,EFNB3,4,2,0,7.06,62900.32,77629.05,87012.21,109062.57,52168.38,79987.47,69664.82,66745.39,128625.42,71318.32,53630.48,70431.37,108663.29,87065.96,76599.61,90095,64402.51,78258.67,80717.12,115989.39
SJPG0102914.001,sp|Q96DE0|NUD16_HUMAN,U8 snoRNA-decapping enzyme OS=Homo sapiens OX=9606 GN=NUDT16 PE=1 SV=2,NUDT16,19,6,0,36.41,137020.71,182857.73,180701.67,165784.91,128194.34,277321.45,126951.48,182809.46,169571.72,146073.84,170890.07,159446.05,172206.46,156360.36,155489.73,145991.11,108626.39,155893.08,143552.02,223193.84
SJPG0109170.001,sp|Q9GZX3|CHST6_HUMAN,Carbohydrate sulfotransferase 6 OS=Homo sapiens OX=9606 GN=CHST6 PE=1 SV=1,CHST6,11,5,1,15.44,74892.24,71545.73,97487.99,115522.69,38911.44,79116.61,66467.05,72037.58,86875.84,70034.38,126331.54,65154.07,122392.72,71047.39,102589.16,84587.39,58021.26,70511.98,88558.16,138760.56
SJPG0104102.001,sp|Q0VF96|CGNL1_HUMAN,Cingulin-like protein 1 OS=Homo sapiens OX=9606 GN=CGNL1 PE=1 SV=2,CGNL1,139,56,26,46.16,1053897.22,1313800.5,1511965.62,963352.88,808190.9,1629929.62,1092050.39,1289958.56,1235051.57,877796.11,896406.66,928956.57,1067779.26,1224613.47,932155.44,1627025.48,859969.16,1143143.1,1063604.04,970842.72
SJPG0102962.001,sp|P48637|GSHB_HUMAN,Glutathione synthetase OS=Homo sapiens OX=9606 GN=GSS PE=1 SV=1,GSS,15,9,1,20.46,198828.28,262281.12,241109.05,242555.68,189834.65,398760.28,162605.2,208576.42,221445.42,183222.13,219447.37,220140.35,224640.44,203341.86,205597.49,230214.36,159539.46,330633.53,191549.12,308262.76
SJPG0106460.001,sp|Q2M3G4|SHRM1_HUMAN,Protein Shroom1 OS=Homo sapiens OX=9606 GN=SHROOM1 PE=1 SV=1,SHROOM1,7,6,0,8.92,181669.09,197958.23,207334.71,194981.02,141145.08,236230,165826.09,156692.11,224591.96,179147.06,203798.52,163387.73,185215.23,180870.81,150250.62,186897.82,143115.69,169284.62,160550.42,182165.2
SJPG0105967.010,tr|M0QZH8|M0QZH8_HUMAN,Rho guanine nucleotide exchange factor 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARHGEF1 PE=1 SV=1,ARHGEF1,17,4,0,17.09,205513.51,265767.4,238308.94,241234.71,203186.37,324071.32,216091.85,224003.77,274710.77,206200.69,258036.31,221335.01,205580.03,226494.12,221146.48,243486.75,187953.44,232648.53,216003.08,252393.44
SJPG0103848.001,sp|Q16666|IF16_HUMAN,Gamma-interferon-inducible protein 16 OS=Homo sapiens OX=9606 GN=IFI16 PE=1 SV=3,IFI16,84,29,0,38.73,1119094.4,1542404.85,1100179.49,1308931.71,907565.8,1796418.6,1159942.17,1250273.22,1562637.52,1024122.17,1074301.61,1119580.41,657283.78,796995.38,1107031.28,1207306.03,771934.44,1118642.44,1394168.08,836606.01
SJPG0110607.001,sp|P29122|PCSK6_HUMAN,Proprotein convertase subtilisin/kexin type 6 OS=Homo sapiens OX=9606 GN=PCSK6 PE=1 SV=1,PCSK6,30,6,0,8.15,142572.3,143280.25,203598.36,171085.01,100392.29,370967.65,165260.05,146392.52,134161.1,114901.65,190562.64,187350.17,181882.89,127244.66,150626.05,114905.77,105734.43,169005.52,138878.2,231991.03
SJPG0103848.005,tr|D3DUZ3|D3DUZ3_HUMAN,"Interferon, gamma-inducible protein 16, isoform CRA_a OS=Homo sapiens OX=9606 GN=IFI16 PE=4 SV=1",IFI16,87,29,1,42.29,1113827.17,1544126.08,1094701.97,1311604.85,904565.56,1786412.67,1159333.85,1251314.3,1558094.61,1023326.03,1084739.08,1119789.16,658093.48,794587.28,1115861.11,1208743.81,772695.34,1117143.71,1390949.17,838637.28
SJPG0101764.001,sp|Q8WUD1|RAB2B_HUMAN,Ras-related protein Rab-2B OS=Homo sapiens OX=9606 GN=RAB2B PE=1 SV=1,RAB2B,101,15,0,74.53,1023632.67,1470645.3,1327303.67,1368029.63,790299.06,2125108.22,989012.58,1180259.04,1250862.13,1018673.49,1111273.13,1071397.9,1245502.66,1242559.51,1019211.09,1116238.74,914883.11,1189281.24,989348.68,1740706.08
SJPG0110640.001,sp|O75691|UTP20_HUMAN,Small subunit processome component 20 homolog OS=Homo sapiens OX=9606 GN=UTP20 PE=1 SV=3,UTP20,8,6,5,2.37,94628.27,138367.37,128043.84,141259.25,80712.74,141228.72,100381.6,120615.67,129265.32,123787.78,98818.42,119380.03,133635.89,132082.31,114299.75,125733.75,82793.79,120378.81,116866.07,136523.07
SJPG0109882.001,sp|Q2QGD7|ZXDC_HUMAN,Zinc finger protein ZXDC OS=Homo sapiens OX=9606 GN=ZXDC PE=1 SV=2,ZXDC,1,1,0,1.05,83359.99,127984.18,86055.5,128768.48,84854.59,89657.65,104152.23,76643.53,99782.32,89543.06,127619.56,87091.56,85231.08,93995.55,65663.24,102215.68,117370.37,118511.61,105697.24,117941.4
SJPG0105198.001,sp|Q9HCJ2|LRC4C_HUMAN,Leucine-rich repeat-containing protein 4C OS=Homo sapiens OX=9606 GN=LRRC4C PE=1 SV=1,LRRC4C,12,4,2,6.87,196594.9,237602.1,220685.38,229256.59,250396.46,212726.1,197547.96,202633.29,354425.08,206426.14,236864.85,256234.76,292984.84,291627.46,228624.73,259784.07,229976.59,188190.83,308675.92,253532.74
SJPG0105895.001,sp|O00592|PODXL_HUMAN,Podocalyxin OS=Homo sapiens OX=9606 GN=PODXL PE=1 SV=2,PODXL,10,5,0,7.89,197285.31,270845.54,195300.08,237612.48,148365.31,310872.34,174439.33,312164.2,156277.34,200848.56,98597.53,152074.06,136463.5,123117,106385.86,338307.25,81668.36,150403.12,136968.46,124626.75
SJPG0100461.001,sp|Q15041|AR6P1_HUMAN,ADP-ribosylation factor-like protein 6-interacting protein 1 OS=Homo sapiens OX=9606 GN=ARL6IP1 PE=1 SV=2,ARL6IP1,11,2,0,8.87,247080.06,286703.1,334622.78,304685.74,177182.03,289057.2,249887.83,181103.25,185275.23,217649.35,167358.66,293575.97,282324.25,307604.9,206412.43,232304.84,202264.28,288256.85,332426.29,315959.28
SJPG0100118.001,sp|Q00765|REEP5_HUMAN,Receptor expression-enhancing protein 5 OS=Homo sapiens OX=9606 GN=REEP5 PE=1 SV=3,REEP5,14,6,0,24.34,567378.07,761348.66,760323.17,606895.13,380044.94,848855.94,555695.5,653224.21,525936.12,450890.62,409864.69,712368.69,781814.05,887726.49,552447.73,620646.75,477278.17,698771.41,566576.13,851355.13
SJPG0102236.015,tr|B3KXE2|B3KXE2_HUMAN,"cDNA FLJ45282 fis, clone BRHIP3001573, highly similar to Dedicator of cytokinesis protein 9 OS=Homo sapiens OX=9606 PE=2 SV=1",NA,62,30,0,43.12,934264.29,960757.79,880553.02,873607.12,849119.8,1151035.8,923413.27,931226.11,920454.59,851794.77,846664.89,724049.72,712411.94,733532.45,691114.23,843541.06,686306.89,747279.29,794701.01,710354.53
SJPG0102781.001,sp|Q9BTU6|P4K2A_HUMAN,Phosphatidylinositol 4-kinase type 2-alpha OS=Homo sapiens OX=9606 GN=PI4K2A PE=1 SV=1,PI4K2A,18,12,1,26.1,108485.59,157563.3,145559.75,158805.56,77398.99,144142.37,109103.86,125447.82,186284.75,121790.98,116642.77,177886.31,196774.82,173211.27,151460.02,155075.11,149404.99,169235.14,139951.31,202307.72
SJPG0104852.001,sp|Q14644|RASA3_HUMAN,Ras GTPase-activating protein 3 OS=Homo sapiens OX=9606 GN=RASA3 PE=1 SV=3,RASA3,38,22,0,32.73,700260.03,736438.36,627218.65,683177.26,712403.55,855088.31,673076.55,654877.85,682451.69,574526.99,756803.9,558087.73,664168,590853.75,596483.77,653209.78,624462.27,602532.46,719840.97,629660.48
SJPG0105815.001,sp|Q5T7P8|SYT6_HUMAN,Synaptotagmin-6 OS=Homo sapiens OX=9606 GN=SYT6 PE=1 SV=3,SYT6,6,6,0,8.63,99444.07,130205.1,128155.78,135774.81,111059.23,144452.25,124389.64,110186.03,168679.31,122450.35,133745.71,139095.92,167442.28,144192.18,127722.77,147588.31,110007.05,124011.1,127370.39,143395.1
SJPG0106497.001,sp|Q8NFA0|UBP32_HUMAN,Ubiquitin carboxyl-terminal hydrolase 32 OS=Homo sapiens OX=9606 GN=USP32 PE=1 SV=1,USP32,66,34,17,22.88,526563.47,579056.33,541090.18,557238.34,553719.85,661346.96,559687.57,505945.61,621013.66,492936.93,534197.46,581471.29,550739.79,602055.33,516684.1,615060.98,572597.64,506181.61,576702.9,569680.77
SJPG0102450.001,sp|O95810|CAVN2_HUMAN,Caveolae-associated protein 2 OS=Homo sapiens OX=9606 GN=CAVIN2 PE=1 SV=3,CAVIN2,52,15,0,38.59,1926308.41,2135844.49,1747866.93,1084792.26,1197961.55,2913887.42,2271599.63,2276871.97,945187.82,1029643.43,776894.38,1068100.94,1198356.15,976923.95,744398.68,2877427.59,724158.35,1122341.84,948152.64,708983.9
SJPG0100769.001,sp|P07305|H10_HUMAN,Histone H1.0 OS=Homo sapiens OX=9606 GN=H1-0 PE=1 SV=3,H1-0,39,8,0,28.35,1726315.4,2491884.36,1986177.61,2263435.12,1187343.2,5006705.68,2245617.92,1685243.67,1999568.35,1361333.39,2494835.88,1644477.46,1822950.42,2254247.69,1942082.63,3176601.27,1469506.8,5584362.38,3876415.29,3259683.97
SJPG0107900.005,tr|H7C5R6|H7C5R6_HUMAN,AT-rich interactive domain-containing protein 4B (Fragment) OS=Homo sapiens OX=9606 GN=ARID4B PE=1 SV=1,ARID4B,1,1,1,1.15,43613.48,84713.15,51955.52,41604.57,57674.08,83369.21,35555.8,34268.49,52247.29,48897.7,48197.99,43596.92,46535.12,27589.05,26335.78,52873.85,40148.52,38423.63,42178.01,61165.57
SJPG0105109.001,sp|P30039|PBLD_HUMAN,Phenazine biosynthesis-like domain-containing protein OS=Homo sapiens OX=9606 GN=PBLD PE=1 SV=2,PBLD,11,4,0,14.24,161299.51,213324.54,179066.49,196916.01,138058.22,447063.17,158943.43,181559.14,164887.25,147626.3,276936.2,195778.56,153696.29,93232.12,133935.17,140805.36,105166.55,149697.31,119906.01,234172.22
SJPG0103461.001,sp|O95715|CXL14_HUMAN,C-X-C motif chemokine 14 OS=Homo sapiens OX=9606 GN=CXCL14 PE=1 SV=2,CXCL14,22,6,0,32.43,678986.12,944972.31,889306.35,1470350.52,502295.34,1030327.77,765188.95,760541.97,940463.18,716849.65,910001.06,1018097.57,1271669.89,912904.77,940469.38,1377506.92,898206.75,1343737.78,893230.97,1681243.47
SJPG0108570.001,sp|Q13907|IDI1_HUMAN,Isopentenyl-diphosphate Delta-isomerase 1 OS=Homo sapiens OX=9606 GN=IDI1 PE=1 SV=2,IDI1,4,3,0,11.45,182625.45,252844.52,242767.72,258698.82,170715.4,356538.93,154719.48,185305.9,259713.51,191018.28,261430.67,225987.3,256786.49,141789.07,216126.35,164971.32,154892.63,280074.76,194860.21,285928.73
SJPG0163076.001,co|CON_Q99PS0|Con,"SWISS-PROT:Q99PS0|Contaminant Tax_Id=10090 GN=Krt23 Keratin, type I cytoskeletal 23",Krt23,1,1,1,3.09,136715.39,194243.4,132730.72,221828.29,133812.94,135254.41,172678.93,74757.61,174096.27,130583.07,75916.03,189288.5,99006.4,122021.32,88319.59,138541.49,156926.74,187909.41,134437.99,157675.8
SJPG0102167.001,sp|Q5VTL8|PR38B_HUMAN,Pre-mRNA-splicing factor 38B OS=Homo sapiens OX=9606 GN=PRPF38B PE=1 SV=1,PRPF38B,28,10,4,17.03,244055.16,299241.39,242189.04,265399.15,216089.09,333812.26,227087.67,255333.79,385113.44,291901.16,376166.13,404776.01,308145.8,291644.95,579442.14,397416.36,364805.6,477844.27,413607.16,636682.7
SJPG0102781.002,tr|E9PAM4|E9PAM4_HUMAN,Phosphatidylinositol 4-kinase type 2 OS=Homo sapiens OX=9606 PE=3 SV=1,NA,20,14,0,32.96,148410.11,209103.55,195475.82,208967.98,107091.89,190040.28,158699.7,189905.18,277502.22,173259.82,159062.89,235428.69,264442.71,228108.04,207902.65,182859.33,157706.04,212227.62,177034.13,259824.29
SJPG0100018.001,sp|P09429|HMGB1_HUMAN,High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3,HMGB1,30,11,0,47.44,767740,891783.47,833204.08,926910.61,591539.18,1152998.84,693867.11,708014.98,792747.24,726447.64,683015.6,712239.83,640874.95,678158.69,703425.92,909090,637693.43,899280.77,815834.68,799395.39
SJPG0101216.009,tr|Q99061|Q99061_HUMAN,Guanine nucleotide-binding regulatory protein (Fragment) OS=Homo sapiens OX=9606 GN=GNAI2 PE=2 SV=1,GNAI2,6,1,0,7.03,1323538.54,1470415.89,1098967.76,1233430.8,1195613.19,1960568.9,1416966.55,995504.31,1162904.06,931977.13,1315567.38,1160793.13,904961.98,925009,913635.87,1083732.72,1081022.77,1190746.08,946462.5,1142244.2
SJPG0102595.001,sp|O94919|ENDD1_HUMAN,Endonuclease domain-containing 1 protein OS=Homo sapiens OX=9606 GN=ENDOD1 PE=1 SV=2,ENDOD1,180,23,23,54.6,4271267.66,5065171.19,5030513,6211176.2,2724984,8902679.09,3282946.98,4693278.81,5625871.32,3875713.5,5690063.06,4456619.48,5772175.4,4904839.13,4657861.9,4328109.95,3486549.1,5163337.43,5172980.34,7719614.49
SJPG0113217.001,sp|Q9BPW9|DHRS9_HUMAN,Dehydrogenase/reductase SDR family member 9 OS=Homo sapiens OX=9606 GN=DHRS9 PE=1 SV=1,DHRS9,1,1,0,2.82,77122.95,142746.83,85959.85,112519.89,75554.01,251204.06,72128.08,88877.26,94555.35,69100.75,134072.99,88690.93,61574.3,44958.7,59783.67,56108.54,53271.35,82403.61,54578.54,176956.5
SJPG0102156.001,sp|Q6BCY4|NB5R2_HUMAN,NADH-cytochrome b5 reductase 2 OS=Homo sapiens OX=9606 GN=CYB5R2 PE=1 SV=1,CYB5R2,22,10,2,48.91,334573.77,532505.72,396731.95,404154.93,276378.96,892824.42,264913.07,368531.72,397289.53,350526.18,538629.95,401159.28,362001.24,279879.85,338957.77,316206.42,243699,380253.08,298450.33,614372.4
SJPG0105434.001,sp|P06132|DCUP_HUMAN,Uroporphyrinogen decarboxylase OS=Homo sapiens OX=9606 GN=UROD PE=1 SV=2,UROD,1,1,0,1.91,36412.07,41595.49,36288.09,51116.8,29851.83,66819.85,33396.42,48123.46,43676.77,30190.66,33573.88,35526.68,45504.54,43084.65,36262.7,38039.47,28017.39,40397.54,37203.82,64998.05
SJPG0108685.001,sp|Q68DA7|FMN1_HUMAN,Formin-1 OS=Homo sapiens OX=9606 GN=FMN1 PE=1 SV=3,FMN1,5,2,0,1.06,148740.89,339328.65,163586.19,179139.42,171160.08,392969.51,99128.62,155502.1,241204.34,172107.98,236004.69,123363.92,132000.31,86950.4,410851.37,158437.57,223123.49,144199.9,115697.39,357581.67
SJPG0104272.006,tr|H0Y980|H0Y980_HUMAN,Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=4,NA,10,5,0,20.72,324605.43,362578.1,268432.43,228449.34,230040.64,341799.91,354957.96,213022.38,217068.68,186365.52,211658.58,286471.91,188423.06,237127.05,188421.66,299790.01,295789.16,202999.38,277527.13,265794.2
SJPG0105490.001,sp|Q9Y6M5|ZNT1_HUMAN,Zinc transporter 1 OS=Homo sapiens OX=9606 GN=SLC30A1 PE=1 SV=3,SLC30A1,2,1,1,1.58,124403.81,178516.82,160639.7,175957.92,93620.83,182530.07,122028.04,161745.56,210100.52,134141.98,104532.57,161631,166251.82,175693.95,136018.7,172124.12,96510.7,171620.84,126267.65,282779.77
SJPG0116450.001,sp|Q96EM0|T3HPD_HUMAN,Trans-3-hydroxy-L-proline dehydratase OS=Homo sapiens OX=9606 GN=L3HYPDH PE=1 SV=2,L3HYPDH,17,10,5,41.81,225157.68,596725.87,238570.67,349137.45,255983.24,630902.13,225384.04,327149.42,484616.19,279694.41,257697.31,216614.3,208044.08,176055.44,298140.81,216877.28,119738.45,288534.45,198748.19,262845.61
SJPG0109555.001,sp|P28799|GRN_HUMAN,Progranulin OS=Homo sapiens OX=9606 GN=GRN PE=1 SV=2,GRN,8,3,0,3.04,446559.52,655707.66,595471.28,576314.01,236919.17,491144.38,281989.04,125073.27,517958.38,493478.14,540195.72,746235.63,531778.42,539355.86,644437.11,697091.84,661678.86,639137.74,475950.87,967249.11
SJPG0101777.001,sp|P10768|ESTD_HUMAN,S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2,ESD,43,10,0,46.45,781945.3,1060362.55,941382.16,1191694.94,650376.7,1793510.68,739356.94,857891.96,1106380.02,949595.55,1202990.6,868593.46,877528.45,863205.58,841627.64,1041880.49,689922.65,1304694.38,907493.31,1565153.37
SJPG0110675.001,sp|Q86W28|NALP8_HUMAN,"NACHT, LRR and PYD domains-containing protein 8 OS=Homo sapiens OX=9606 GN=NLRP8 PE=2 SV=2",NLRP8,1,1,0,0.86,201920.6,290157.32,229740.87,238413.37,202697.41,691538.71,193496.14,154315.32,311884.58,165527.35,418514.6,154072.78,187928.33,143396.7,199745.2,226714.49,129292.24,267435.18,139956.82,604268.18
SJPG0110852.001,sp|Q9ULG1|INO80_HUMAN,Chromatin-remodeling ATPase INO80 OS=Homo sapiens OX=9606 GN=INO80 PE=1 SV=2,INO80,2,2,2,1.09,118378.22,136090.35,90023.98,122206.09,101670.68,90807.11,121100.66,94314.6,104661.84,75574.25,157771.36,141514.28,80905.98,142519.64,153458.54,122103.76,146522.36,147572.79,116664.4,219352.34
SJPG0104958.001,sp|P14384|CBPM_HUMAN,Carboxypeptidase M OS=Homo sapiens OX=9606 GN=CPM PE=1 SV=2,CPM,52,16,15,33.86,555941.32,1030350.57,736078.21,656700.11,451725.61,1197687.61,576188.58,608422.43,670964.93,531091.99,452473.1,755288.36,701181.34,546722.85,604045.69,504144.76,391573.58,440811.65,543153.47,1041026.86
SJPG0103506.002,sp|Q86W92-2|LIPB1_HUMAN,Isoform 2 of Liprin-beta-1 OS=Homo sapiens OX=9606 GN=PPFIBP1,PPFIBP1,95,36,1,41.59,851097.07,898024.95,950030.07,762733.07,633985.59,1032299.15,947346.96,774250.54,869847.88,674398.66,642878.66,737687.6,1090529.54,907065.47,655665.12,1084819.23,798068.01,722019.79,928059.09,582093.66
SJPG0101464.001,sp|P61019|RAB2A_HUMAN,Ras-related protein Rab-2A OS=Homo sapiens OX=9606 GN=RAB2A PE=1 SV=1,RAB2A,140,18,0,71.69,2383928.9,3420579,3050371.99,3088943.66,1831765.41,4690038.38,2271277.87,2752835.82,2841278.54,2329885.16,2485671.4,2493586.84,2919963.6,2934052.62,2403417.07,2581839.27,2114555.4,2772023.76,2301549.77,3959291.07
SJPG0140543.001,cu|GAA_R223H|snp,GAA|uc002jxo.3|R223H|chr17:78079669-78079669.G_A,NA,1,1,1,34.42,87217.61,78869.5,81896.72,87657.58,84681.19,76697.37,80809.85,89401.54,77946.73,82370.76,69697.27,91018.5,69714.97,70587.55,70661.01,92812.1,79756.88,76587.13,63289.56,89066.24
SJPG0101511.001,sp|Q9BUP3|HTAI2_HUMAN,Oxidoreductase HTATIP2 OS=Homo sapiens OX=9606 GN=HTATIP2 PE=1 SV=2,HTATIP2,47,12,0,54.13,552135.6,664858.07,510811.34,746404.06,534156.33,1010378.04,439884.32,901260.6,514721.92,719815.62,733090.65,660022.49,448092.07,403463.18,500532.74,369795.89,414481.71,656998.63,469521.35,820429.17
SJPG0104815.001,sp|P11166|GTR1_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2",SLC2A1,17,6,0,7.72,576592.75,681102.72,726246.95,892210.79,407854.24,822209.78,566322.82,599661.27,815326.46,599277.14,382726.13,620629.9,815787.07,595732.3,559646.15,789135.05,425464.89,492871.76,419214.91,625637.12
SJPG0101464.007,tr|Q96K32|Q96K32_HUMAN,"cDNA FLJ14824 fis, clone OVARC1000771, moderately similar to RAS-RELATED PROTEIN RAB-2 OS=Homo sapiens OX=9606 PE=2 SV=1",NA,31,7,0,46.62,594196.66,841769.92,755978.33,754952.47,452923.11,1199665.85,570545.36,656716.8,691430.88,565872.37,617389.9,604881.08,697741.87,682651.67,586620.67,626002.18,506307.53,652980.99,567841.73,948486.71
SJPG0106847.002,sp|Q9GZM3-2|RPB1B_HUMAN,Isoform 2 of DNA-directed RNA polymerase II subunit RPB11-b1 OS=Homo sapiens OX=9606 GN=POLR2J2,POLR2J2,3,1,0,8.62,228705.37,280081.23,203186.41,201478.6,162579.88,405774.79,341773.6,183478.27,201628.52,134935.86,187821.8,221408.93,177728.69,244210.84,175890.43,191307.62,200790.68,163447.56,220154.97,290671.82
SJPG0103608.010,tr|A0A1W2PRV0|A0A1W2PRV0_HUMAN,Golgi SNAP receptor complex member 2 OS=Homo sapiens OX=9606 GN=GOSR2 PE=1 SV=1,GOSR2,7,2,0,9.18,116935.25,131030.08,120587.33,131880.11,110635.98,149352.67,128055.39,135524.09,129905.78,151241.9,108254.01,122985.94,129482.21,132383.97,119380.65,118472.84,109501.4,119109.26,119729.45,135274.32
SJPG0122482.001,sp|Q5JNZ3|ZN311_HUMAN,Zinc finger protein 311 OS=Homo sapiens OX=9606 GN=ZNF311 PE=2 SV=2,ZNF311,2,1,1,1.05,263541.24,581009.97,257220.23,479959.79,168564.3,1080717.62,344966.79,348664.28,380311.19,262221.06,282495.04,284762.42,330461.11,245072.62,264636.48,141350.49,196135.84,352933.64,206839,477339.77
SJPG0108293.001,sp|O00268|TAF4_HUMAN,Transcription initiation factor TFIID subunit 4 OS=Homo sapiens OX=9606 GN=TAF4 PE=1 SV=2,TAF4,2,2,1,1.84,191809.65,141681.65,98027.5,169396.18,60576.35,123649.95,88612.63,75884.12,123040.94,75393.61,88810.66,52001.54,74030.02,87617.46,58912.19,91024.41,96898.57,79829.76,97192.94,138274.62
SJPG0118061.001,sp|Q96E22|NGBR_HUMAN,Dehydrodolichyl diphosphate synthase complex subunit NUS1 OS=Homo sapiens OX=9606 GN=NUS1 PE=1 SV=1,NUS1,2,2,2,4.1,177563.78,293342.49,216086.46,186022.71,162092.61,484719.6,166508.6,93310.14,190203.71,159360.15,254066.29,163508.25,250848.09,131018.41,260568.51,215543.15,141971.04,178730.74,197690.45,424357.97
